- invocation: True
  version: 3.0
        404/432 [===========================>..] - ETA: 13s - loss: 8.1787 - acc: 0.4926
        406/432 [===========================>..] - ETA: 12s - loss: 8.2178 - acc: 0.4901
        408/432 [===========================>..] - ETA: 11s - loss: 8.2171 - acc: 0.4902
        410/432 [===========================>..] - ETA: 10s - loss: 8.2556 - acc: 0.4878
        412/432 [===========================>..] - ETA: 9s - loss: 8.2547 - acc: 0.4879 
        414/432 [===========================>..] - ETA: 8s - loss: 8.2148 - acc: 0.4903
        416/432 [===========================>..] - ETA: 7s - loss: 8.1753 - acc: 0.4928
        418/432 [============================>.] - ETA: 6s - loss: 8.1362 - acc: 0.4952
        420/432 [============================>.] - ETA: 5s - loss: 8.1358 - acc: 0.4952
        422/432 [============================>.] - ETA: 4s - loss: 8.0972 - acc: 0.4976
        424/432 [============================>.] - ETA: 3s - loss: 8.0971 - acc: 0.4976
        426/432 [============================>.] - ETA: 2s - loss: 8.0590 - acc: 0.5000
        428/432 [============================>.] - ETA: 1s - loss: 8.0590 - acc: 0.5000
        430/432 [============================>.] - ETA: 0s - loss: 8.0590 - acc: 0.5000
        432/432 [==============================] - 230s 533ms/step - loss: 8.0590 - acc: 0.5000 - val_loss: 8.0590 - val_acc: 0.5000
        
          1/120 [..............................] - ETA: 1:04
          2/120 [..............................] - ETA: 1:01
          3/120 [..............................] - ETA: 58s 
          4/120 [>.............................] - ETA: 56s
          5/120 [>.............................] - ETA: 56s
          6/120 [>.............................] - ETA: 55s
          7/120 [>.............................] - ETA: 54s
          8/120 [=>............................] - ETA: 53s
          9/120 [=>............................] - ETA: 52s
         10/120 [=>............................] - ETA: 52s
         11/120 [=>............................] - ETA: 52s
         12/120 [==>...........................] - ETA: 51s
         13/120 [==>...........................] - ETA: 50s
         14/120 [==>...........................] - ETA: 50s
         15/120 [==>...........................] - ETA: 49s
         16/120 [===>..........................] - ETA: 49s
         17/120 [===>..........................] - ETA: 48s
         18/120 [===>..........................] - ETA: 47s
         19/120 [===>..........................] - ETA: 47s
         20/120 [====>.........................] - ETA: 46s
         21/120 [====>.........................] - ETA: 46s
         22/120 [====>.........................] - ETA: 45s
         23/120 [====>.........................] - ETA: 45s
         24/120 [=====>........................] - ETA: 44s
         25/120 [=====>........................] - ETA: 44s
         26/120 [=====>........................] - ETA: 43s
         27/120 [=====>........................] - ETA: 43s
         28/120 [======>.......................] - ETA: 42s
         29/120 [======>.......................] - ETA: 42s
         30/120 [======>.......................] - ETA: 41s
         31/120 [======>.......................] - ETA: 41s
         32/120 [=======>......................] - ETA: 40s
         33/120 [=======>......................] - ETA: 40s
         34/120 [=======>......................] - ETA: 39s
         35/120 [=======>......................] - ETA: 39s
         36/120 [========>.....................] - ETA: 38s
         37/120 [========>.....................] - ETA: 38s
         38/120 [========>.....................] - ETA: 37s
         39/120 [========>.....................] - ETA: 37s
         40/120 [=========>....................] - ETA: 37s
         41/120 [=========>....................] - ETA: 36s
         42/120 [=========>....................] - ETA: 36s
         43/120 [=========>....................] - ETA: 35s
         44/120 [==========>...................] - ETA: 35s
         45/120 [==========>...................] - ETA: 34s
         46/120 [==========>...................] - ETA: 34s
         47/120 [==========>...................] - ETA: 33s
         48/120 [===========>..................] - ETA: 33s
         49/120 [===========>..................] - ETA: 32s
         50/120 [===========>..................] - ETA: 32s
         51/120 [===========>..................] - ETA: 31s
         52/120 [============>.................] - ETA: 31s
         53/120 [============>.................] - ETA: 30s
         54/120 [============>.................] - ETA: 30s
         55/120 [============>.................] - ETA: 29s
         56/120 [=============>................] - ETA: 29s
         57/120 [=============>................] - ETA: 29s
         58/120 [=============>................] - ETA: 28s
         59/120 [=============>................] - ETA: 28s
         60/120 [==============>...............] - ETA: 27s
         61/120 [==============>...............] - ETA: 27s
         62/120 [==============>...............] - ETA: 26s
         63/120 [==============>...............] - ETA: 26s
         64/120 [===============>..............] - ETA: 26s
         65/120 [===============>..............] - ETA: 25s
         66/120 [===============>..............] - ETA: 25s
         67/120 [===============>..............] - ETA: 24s
         68/120 [================>.............] - ETA: 24s
         69/120 [================>.............] - ETA: 23s
         70/120 [================>.............] - ETA: 23s
         71/120 [================>.............] - ETA: 22s
         72/120 [=================>............] - ETA: 22s
         73/120 [=================>............] - ETA: 22s
         74/120 [=================>............] - ETA: 21s
         75/120 [=================>............] - ETA: 21s
         76/120 [==================>...........] - ETA: 20s
         77/120 [==================>...........] - ETA: 20s
         78/120 [==================>...........] - ETA: 19s
         79/120 [==================>...........] - ETA: 19s
         80/120 [===================>..........] - ETA: 18s
         81/120 [===================>..........] - ETA: 18s
         82/120 [===================>..........] - ETA: 17s
         83/120 [===================>..........] - ETA: 17s
         84/120 [====================>.........] - ETA: 16s
         85/120 [====================>.........] - ETA: 16s
         86/120 [====================>.........] - ETA: 15s
         87/120 [====================>.........] - ETA: 15s
         88/120 [=====================>........] - ETA: 14s
         89/120 [=====================>........] - ETA: 14s
         90/120 [=====================>........] - ETA: 14s
         91/120 [=====================>........] - ETA: 13s
         92/120 [======================>.......] - ETA: 13s
         93/120 [======================>.......] - ETA: 12s
         94/120 [======================>.......] - ETA: 12s
         95/120 [======================>.......] - ETA: 11s
         96/120 [=======================>......] - ETA: 11s
         97/120 [=======================>......] - ETA: 10s
         98/120 [=======================>......] - ETA: 10s
         99/120 [=======================>......] - ETA: 9s 
        100/120 [========================>.....] - ETA: 9s
        101/120 [========================>.....] - ETA: 8s
        102/120 [========================>.....] - ETA: 8s
        103/120 [========================>.....] - ETA: 8s
        104/120 [=========================>....] - ETA: 7s
        105/120 [=========================>....] - ETA: 7s
        106/120 [=========================>....] - ETA: 6s
        107/120 [=========================>....] - ETA: 6s
        108/120 [==========================>...] - ETA: 5s
        109/120 [==========================>...] - ETA: 5s
        110/120 [==========================>...] - ETA: 4s
        111/120 [==========================>...] - ETA: 4s
        112/120 [===========================>..] - ETA: 3s
        113/120 [===========================>..] - ETA: 3s
        114/120 [===========================>..] - ETA: 2s
        115/120 [===========================>..] - ETA: 2s
        116/120 [============================>.] - ETA: 1s
        117/120 [============================>.] - ETA: 1s
        118/120 [============================>.] - ETA: 0s
        119/120 [============================>.] - ETA: 0s
        120/120 [==============================] - 57s 471ms/step
        Test Loss: 8.059047758579254
        Test Accuracy: 0.5
        
    stderr:
      temporary_name: /var/lib/condor/execute/dir_47934/ks.err.t5Ey7q
      descriptor: 4
      mode: 0o100600
      size: 3112
      inode: 3324246
      nlink: 1
      blksize: 4096
      blocks: 8
      mtime: 2020-08-19T17:40:42-07:00
      atime: 2020-08-19T17:40:39-07:00
      ctime: 2020-08-19T17:40:42-07:00
      uid: 550
      user: scitech
      gid: 808
      group: scitech-group
      data_truncated: false
      data: |
        Using TensorFlow backend.
        /usr/local/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:526: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
          _np_qint8 = np.dtype([("qint8", np.int8, 1)])
        /usr/local/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:527: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
          _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
        /usr/local/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:528: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
          _np_qint16 = np.dtype([("qint16", np.int16, 1)])
        /usr/local/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:529: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
          _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
        /usr/local/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:530: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
          _np_qint32 = np.dtype([("qint32", np.int32, 1)])
        /usr/local/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:535: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
          np_resource = np.dtype([("resource", np.ubyte, 1)])
        WARNING:tensorflow:From /usr/local/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
        Instructions for updating:
        Colocations handled automatically by placer.
        2020-08-19 17:40:42.343592: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
        2020-08-19 17:40:42.353184: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2592000000 Hz
        2020-08-19 17:40:42.353793: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x7fe5b30 executing computations on platform Host. Devices:
        2020-08-19 17:40:42.353843: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
        ./VGG_model_py:81: UserWarning: Update your `Model` call to the Keras 2 API: `Model(inputs=Tensor("in..., outputs=Tensor("de...)`
          model = Model(input = vgg16_model.input, output = predictions)
        WARNING:tensorflow:From /usr/local/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
        Instructions for updating:
        Use tf.cast instead.
        
    metadata:
      temporary_name: /var/lib/condor/execute/dir_47934/ks.meta.XCLYWW
      descriptor: 5
      mode: 0o100600
      size: 0
      inode: 3324248
      nlink: 1
      blksize: 4096
      blocks: 0
      mtime: 2020-08-19T17:40:39-07:00
      atime: 2020-08-19T17:40:39-07:00
      ctime: 2020-08-19T17:40:39-07:00
      uid: 550
      user: scitech
      gid: 808
      group: scitech-group

---------------pegasus-multipart
- integrity_verification_attempts:
  - lfn: "Aug_resized_Cat94_0.jpg"
    pfn: "Aug_resized_Cat94_0.jpg"
    sha256: e554c98a8f78950045c9cb0bd19f0514d4aa90f3dc87178cf1225e7820b13ba1
    success: True
  - lfn: "Aug_resized_Dog90_1.jpg"
    pfn: "Aug_resized_Dog90_1.jpg"
    sha256: 75fd5196a903ff07327e218de0138f0a672e61ddd3c954c2a4eb8c7ec67a94df
    success: True
  - lfn: "Aug_resized_Dog34_0.jpg"
    pfn: "Aug_resized_Dog34_0.jpg"
    sha256: 9519889183486c6fad348eefa230d2ab63158a568597f91aa1ea2b483a9650ae
    success: True
  - lfn: "Aug_resized_Cat37_2.jpg"
    pfn: "Aug_resized_Cat37_2.jpg"
    sha256: f90934e88555f2111aec04d82d36023d1101ca33b1b613d6228e4b54bfdcf534
    success: True
  - lfn: "Aug_resized_Cat77_2.jpg"
    pfn: "Aug_resized_Cat77_2.jpg"
    sha256: f08166f7cc7a75d407790535ecc2cbfca2a1100cae087c0de1ca66e587951ffe
    success: True
  - lfn: "Aug_resized_Cat54_0.jpg"
    pfn: "Aug_resized_Cat54_0.jpg"
    sha256: 4f0a70d678c18f4b2e73f47e9eb7829e98322bd26b798577f8c0ca99df49257d
    success: True
  - lfn: "Aug_resized_Dog74_0.jpg"
    pfn: "Aug_resized_Dog74_0.jpg"
    sha256: 8c82edde6b1bd8555c8e616a1f5beeb61493120e5c844f5eac4ca78753171a82
    success: True
  - lfn: "Aug_resized_Dog21_0.jpg"
    pfn: "Aug_resized_Dog21_0.jpg"
    sha256: 1fbf25badcfdb6f1075cb6a93caf7a97b63a51490edf402abc2b883867965e36
    success: True
  - lfn: "Aug_resized_Cat24_2.jpg"
    pfn: "Aug_resized_Cat24_2.jpg"
    sha256: c02058418c75fbab65e52a9d6af26d969ba6fb2a2120c120a95889effc8bde2c
    success: True
  - lfn: "Aug_resized_Cat6_0.jpg"
    pfn: "Aug_resized_Cat6_0.jpg"
    sha256: 6e263253abb3b92f16919a0b47628771ea729b41753b5064b246ef7ad37738a5
    success: True
  - lfn: "Aug_resized_Cat30_1.jpg"
    pfn: "Aug_resized_Cat30_1.jpg"
    sha256: 4ca70223632c53165576251738f595deea2c80d40a963ab7087e4dfda46d79c7
    success: True
  - lfn: "Aug_resized_Dog61_0.jpg"
    pfn: "Aug_resized_Dog61_0.jpg"
    sha256: 4865be8b73e53763c4fc7fb0fc395642af867de16140c857ac3c8d1e7aa99a83
    success: True
  - lfn: "Aug_resized_Cat70_1.jpg"
    pfn: "Aug_resized_Cat70_1.jpg"
    sha256: 489ec5cd47c4a468f7be65f1b09d0d6991852616c49f29c3f01110ad9ef07b8e
    success: True
  - lfn: "Aug_resized_Cat48_1.jpg"
    pfn: "Aug_resized_Cat48_1.jpg"
    sha256: 40268189b0bc888d122543ee41098835d803af79da23b039736eab01082d95f9
    success: True
  - lfn: "Aug_resized_Cat83_1.jpg"
    pfn: "Aug_resized_Cat83_1.jpg"
    sha256: 1222a69cd378001573d95343fc9aeb159d2baa8a19f538ffc8b3a74c15279ada
    success: True
  - lfn: "Aug_resized_Cat11_2.jpg"
    pfn: "Aug_resized_Cat11_2.jpg"
    sha256: d1ad8e1c6c3256e13b04d37a977aea62e268b7069c7a155146a710a438c30fba
    success: True
  - lfn: "Aug_resized_Dog97_2.jpg"
    pfn: "Aug_resized_Dog97_2.jpg"
    sha256: 7f500aadf6eba89024fcd75a4bfc534830440516ab8659557546b9d5414baef0
    success: True
  - lfn: "Aug_resized_Dog57_2.jpg"
    pfn: "Aug_resized_Dog57_2.jpg"
    sha256: 6c426d66dc2db07acb0f184f9f0b2814766533e607b274fa773f9811ceafa30d
    success: True
  - lfn: "Aug_resized_Dog17_2.jpg"
    pfn: "Aug_resized_Dog17_2.jpg"
    sha256: b6ba9f9fa5b55fa5bf1314dda760205bc3b2ec4c16cfb9aa827773c8efcb7fc3
    success: True
  - lfn: "Aug_resized_Cat27_0.jpg"
    pfn: "Aug_resized_Cat27_0.jpg"
    sha256: 6de7413b1e69ccce21d402d0e33c12579c6d1f1f6d1fea9d4e6efcfe1a816bee
    success: True
  - lfn: "Aug_resized_Dog28_1.jpg"
    pfn: "Aug_resized_Dog28_1.jpg"
    sha256: 6022b66b487686c0a13c09910f3c362afbcc5b5d81a33a9cbe0ca6ce7e1ea956
    success: True
  - lfn: "Aug_resized_Dog68_1.jpg"
    pfn: "Aug_resized_Dog68_1.jpg"
    sha256: fcbe3e88cf4256b3fd228ff7516e488f5e61dc34603565b4b0c6d5d23f119c06
    success: True
  - lfn: "Aug_resized_Dog84_2.jpg"
    pfn: "Aug_resized_Dog84_2.jpg"
    sha256: 60dfac1766f452d2c693215d4d0d55b01b0143b2cbb00fd7578ea65a43dae0b9
    success: True
  - lfn: "Aug_resized_Dog44_2.jpg"
    pfn: "Aug_resized_Dog44_2.jpg"
    sha256: f9a34bd3d5618634ac0d5c86bde3993d012a6e0a8a1d2d69e8f5ca38b3ed2bb8
    success: True
  - lfn: "Aug_resized_Dog76_1.jpg"
    pfn: "Aug_resized_Dog76_1.jpg"
    sha256: d6d0d62dbbfbb4b826c5bd198aafdf90bcd52ff2c0d478529f341d9447d82c26
    success: True
  - lfn: "Aug_resized_Cat96_1.jpg"
    pfn: "Aug_resized_Cat96_1.jpg"
    sha256: 6ab48004e4770687415292f5140a9125c8edade2b1af35639e54190a50e35d3f
    success: True
  - lfn: "Aug_resized_Cat67_0.jpg"
    pfn: "Aug_resized_Cat67_0.jpg"
    sha256: 34e59e33250633a419111cf1dc5bf6da65cc3f92fa5f7fc7f68eec588b15f6c7
    success: True
  - lfn: "Aug_resized_Cat35_1.jpg"
    pfn: "Aug_resized_Cat35_1.jpg"
    sha256: 5a1d8a1f8e816c311aedfba4c2007cdb0cebbec0dc46ace3e76c81d61167146e
    success: True
  - lfn: "Aug_resized_Cat64_2.jpg"
    pfn: "Aug_resized_Cat64_2.jpg"
    sha256: 8db1d4a6ca8399f120aef0f8cc444453d37744cdc512f9bcaabad0a8e1824d14
    success: True
  - lfn: "Aug_resized_Dog10_1.jpg"
    pfn: "Aug_resized_Dog10_1.jpg"
    sha256: 53ae8e135bdc76a99a0c07d40f6edfc8ad7da63c35fed8c6fd19f5c112d265d3
    success: True
  - lfn: "Aug_resized_Cat72_2.jpg"
    pfn: "Aug_resized_Cat72_2.jpg"
    sha256: 0707f6baf016880c0c621319d3930ddcf0d44059d71c18c47979cf1bd0fef2ed
    success: True
  - lfn: "Aug_resized_Cat59_0.jpg"
    pfn: "Aug_resized_Cat59_0.jpg"
    sha256: 5a22356be4910813b6685057ada265bb5f179d4f149fc7ef936f40f4f7c28d8f
    success: True
  - lfn: "Aug_resized_Cat19_0.jpg"
    pfn: "Aug_resized_Cat19_0.jpg"
    sha256: be43ce240d7d995a4a69570d96c82b823ed1a05de4a494ec995d2e8107c42bb4
    success: True
  - lfn: "Aug_resized_Dog50_1.jpg"
    pfn: "Aug_resized_Dog50_1.jpg"
    sha256: 0334d02853bdcd509a749653dc7c00cb096f506fbc16d06632d4d423d14aa22e
    success: True
  - lfn: "Aug_resized_Dog5_0.jpg"
    pfn: "Aug_resized_Dog5_0.jpg"
    sha256: 8e606f711f1ece6f014500e7519f19d6d02fd96a6e4ac6a98313a9007d5c9e34
    success: True
  - lfn: "Aug_resized_Cat41_0.jpg"
    pfn: "Aug_resized_Cat41_0.jpg"
    sha256: 2a1afd9578c27f0f2a4c9c6e7d3dc4cfd3aaadc8dcb9b60cac0e1a49fd20bc7c
    success: True
  - lfn: "Aug_resized_Cat81_0.jpg"
    pfn: "Aug_resized_Cat81_0.jpg"
    sha256: 0abe0d1cee6114eaac7848a868eaee896d55be61db77a2f98abbe933029ed052
    success: True
  - lfn: "Aug_resized_Cat46_0.jpg"
    pfn: "Aug_resized_Cat46_0.jpg"
    sha256: 89d707292a9e6bee89703260bb308016b006b98ecfb91ae8bee56e81a5b8b95d
    success: True
  - lfn: "Aug_resized_Cat85_2.jpg"
    pfn: "Aug_resized_Cat85_2.jpg"
    sha256: b0cdf5573717ab52d5b50565747bedb4c87455b4507ee054205c4aea3ea47cf6
    success: True
  - lfn: "Aug_resized_Dog42_1.jpg"
    pfn: "Aug_resized_Dog42_1.jpg"
    sha256: 76eeacbae07c18517fd8f6b0782fea546f5df44edd7f1c24499f5d200fede69d
    success: True
  - lfn: "Aug_resized_Dog82_0.jpg"
    pfn: "Aug_resized_Dog82_0.jpg"
    sha256: 82ba41442abc0bfa8fb553c094c33e70ca471f15de340d4e1343fd1dea29bd3f
    success: True
  - lfn: "Aug_resized_Cat32_2.jpg"
    pfn: "Aug_resized_Cat32_2.jpg"
    sha256: ed89e335bdc276521cfa4dd274ffcc37ded65745ae02f2b0130bf8fca9503df0
    success: True
  - lfn: "Aug_resized_Cat99_0.jpg"
    pfn: "Aug_resized_Cat99_0.jpg"
    sha256: b35bcf224743597def97f807d58b5651d933e1d3a8b7418d7dab74bb76177830
    success: True
  - lfn: "Aug_resized_Cat29_2.jpg"
    pfn: "Aug_resized_Cat29_2.jpg"
    sha256: f988d7b2b498ec5146b53817c24e31f1a1bad4cda2f3864d9bd6659088b4e4a2
    success: True
  - lfn: "Aug_resized_Dog82_1.jpg"
    pfn: "Aug_resized_Dog82_1.jpg"
    sha256: 61f1ec8395a582ef38d9ae3151b69a87e875a0898b5df1674544d72307c34214
    success: True
  - lfn: "Aug_resized_Cat62_0.jpg"
    pfn: "Aug_resized_Cat62_0.jpg"
    sha256: b1df7d2c515b165bcc7bb98a1a6e04ba660b14eed1db2fa73ad094229e92d959
    success: True
  - lfn: "Aug_resized_Dog89_1.jpg"
    pfn: "Aug_resized_Dog89_1.jpg"
    sha256: 5854933884c8c7801097e6d8369ec5e5cf300860076a1143d371be2ab7bcc385
    success: True
  - lfn: "Aug_resized_Dog52_2.jpg"
    pfn: "Aug_resized_Dog52_2.jpg"
    sha256: 68159737673656d8d234b25aefc3be1966e8fd5f5306327a91c877f386240d12
    success: True
  - lfn: "Aug_resized_Cat69_2.jpg"
    pfn: "Aug_resized_Cat69_2.jpg"
    sha256: 05f0f57590040500b834fbdacb2d8f2d95aab216b77589de3eab31d5302939d9
    success: True
  - lfn: "Aug_resized_Dog12_2.jpg"
    pfn: "Aug_resized_Dog12_2.jpg"
    sha256: c3b5aeb1395727e7b546488e546c38416653c046ed8e4d34d024a23135c91e37
    success: True
  - lfn: "Aug_resized_Cat8_2.jpg"
    pfn: "Aug_resized_Cat8_2.jpg"
    sha256: cfb788d84d4ffec08cf3ff2809deecd68c211495246d329533ee28a1c765f4ee
    success: True
  - lfn: "Aug_resized_Cat22_0.jpg"
    pfn: "Aug_resized_Cat22_0.jpg"
    sha256: 599b0458a71bf8891c03bb8ae8879ab5f902bf5f09c4af3d403285d6250dcb78
    success: True
  - lfn: "Aug_resized_Dog49_1.jpg"
    pfn: "Aug_resized_Dog49_1.jpg"
    sha256: fc1a9633b16302b4f458bf3840b33e8bf684f8936817e53b4413ce57ac24f7e7
    success: True
  - lfn: "Aug_resized_Dog92_2.jpg"
    pfn: "Aug_resized_Dog92_2.jpg"
    sha256: ddd82813af6074a26df74d999888194899603804807190f0bc21359606796548
    success: True
  - lfn: "Aug_resized_Cat16_2.jpg"
    pfn: "Aug_resized_Cat16_2.jpg"
    sha256: 5b9403eefd0f658c4264ba6b03c3a820577f905732abbb367fdbd672f92e2ce5
    success: True
  - lfn: "Aug_resized_Dog53_0.jpg"
    pfn: "Aug_resized_Dog53_0.jpg"
    sha256: da61a6bff643276e8b9df81c8dcd9d164ae71fbc2c3f3afaafe82e6399f9e67b
    success: True
  - lfn: "Aug_resized_Dog13_0.jpg"
    pfn: "Aug_resized_Dog13_0.jpg"
    sha256: c6e6739dd59281ac2d223857246fe734ade86505264d01f86bf517c641640d3d
    success: True
  - lfn: "Aug_resized_Cat51_2.jpg"
    pfn: "Aug_resized_Cat51_2.jpg"
    sha256: 5a488beee623e9711b04051f082d86e7b19a1e9ee2e09921bd7f218dbe036385
    success: True
  - lfn: "Aug_resized_Cat91_2.jpg"
    pfn: "Aug_resized_Cat91_2.jpg"
    sha256: 9f615e708382843f4a88775aa36a8918d81ccfb16e93a8682efd903646deb9e5
    success: True
  - lfn: "Aug_resized_Cat56_2.jpg"
    pfn: "Aug_resized_Cat56_2.jpg"
    sha256: 26c10579cb286d98ccf09745909ea593bf269a1153a9aabb77c43e4411c3d90b
    success: True
  - lfn: "Aug_resized_Cat88_1.jpg"
    pfn: "Aug_resized_Cat88_1.jpg"
    sha256: 5a729f10e8466f78be4561b6dcfb7a13fe7bceddfea82fd592bbfb428fd6f84f
    success: True
  - lfn: "Aug_resized_Cat75_0.jpg"
    pfn: "Aug_resized_Cat75_0.jpg"
    sha256: ee344c065f8d6492fc617dd12bad35ef8c317bcf0eb85288aa49f67c98eb2b5b
    success: True
  - lfn: "Aug_resized_Cat43_1.jpg"
    pfn: "Aug_resized_Cat43_1.jpg"
    sha256: fe0b31a3b8b5052cf7350f855e70f8d1b11d910d3fea8cd527aea282a5a873fc
    success: True
  - lfn: "Aug_resized_Dog71_1.jpg"
    pfn: "Aug_resized_Dog71_1.jpg"
    sha256: 7de9210aecccc03d7b77faf8867a4851899ba6eb9849ca20562c655ecb666eca
    success: True
  - lfn: "Aug_resized_Cat3_2.jpg"
    pfn: "Aug_resized_Cat3_2.jpg"
    sha256: 52af158c5b05f10122057345a7a72118dad7427fc15a6afb92db09ce88c298dc
    success: True
  - lfn: "Aug_resized_Dog40_0.jpg"
    pfn: "Aug_resized_Dog40_0.jpg"
    sha256: e5c8bc59ce34234243e9808becc233c050ed6c0c5fd85b28ea310fc5646eac14
    success: True
  - lfn: "Aug_resized_Dog23_2.jpg"
    pfn: "Aug_resized_Dog23_2.jpg"
    sha256: 8a9ef82847dba53ba2e4277051e615c3e15e6c75c5c9462d6191b228690f1fbe
    success: True
  - lfn: "Aug_resized_Cat45_2.jpg"
    pfn: "Aug_resized_Cat45_2.jpg"
    sha256: 3f407e9df5ccc0041c8631085cefdc0abee65ad0330fd44454c90bc8ce037690
    success: True
  - lfn: "Aug_resized_Dog0_0.jpg"
    pfn: "Aug_resized_Dog0_0.jpg"
    sha256: deb493677246117a282088258556abc2c6f1210157cfa71718dfd23674ab2696
    success: True
  - lfn: "Aug_resized_Dog87_0.jpg"
    pfn: "Aug_resized_Dog87_0.jpg"
    sha256: 6cfb4310ea39267983561412f31f09714b693e16382ab5ce1b971bce199cc9ea
    success: True
  - lfn: "Aug_resized_Dog63_2.jpg"
    pfn: "Aug_resized_Dog63_2.jpg"
    sha256: f1f0603442671d59006f0c651c807202560fc29f7478c1659331844fc8ef104e
    success: True
  - lfn: "Aug_resized_Cat86_0.jpg"
    pfn: "Aug_resized_Cat86_0.jpg"
    sha256: ae501246659aec926c9e1c4365d6d0778e7bfe8545c602cf56cbb5d308d8bf26
    success: True
  - lfn: "Aug_resized_Dog55_1.jpg"
    pfn: "Aug_resized_Dog55_1.jpg"
    sha256: e7e44b7156fd03f20a57dca7509d46d55793dc8efc60d618255ad2acdf1bcbf9
    success: True
  - lfn: "Aug_resized_Dog95_1.jpg"
    pfn: "Aug_resized_Dog95_1.jpg"
    sha256: 275877c59fad845efda977150f2212c1fffcbd3ae3f81ffe2a39a6cb0d48fcf7
    success: True
  - lfn: "Aug_resized_Dog15_1.jpg"
    pfn: "Aug_resized_Dog15_1.jpg"
    sha256: be28d4bf85ec26d318142fa078c018587f125b26d10b4ed58f35530684191ab1
    success: True
  - lfn: "Aug_resized_Dog47_0.jpg"
    pfn: "Aug_resized_Dog47_0.jpg"
    sha256: defdf92bfbf5ce4ad2ba0ea7298d085333701c09e8556ccde5abd3be1af629bc
    success: True
  - lfn: "Aug_resized_Dog20_2.jpg"
    pfn: "Aug_resized_Dog20_2.jpg"
    sha256: fcaeb9a579ffc9f968f6f53659a6fa739e6e6209017f97dfa98b0df270a34f48
    success: True
  - lfn: "Aug_resized_Cat24_1.jpg"
    pfn: "Aug_resized_Cat24_1.jpg"
    sha256: de2800d6c9752cc034bc491c9d4aece9d7c42ceada72449cddd3506c0b4bc6e2
    success: True
  - lfn: "Aug_resized_Cat14_1.jpg"
    pfn: "Aug_resized_Cat14_1.jpg"
    sha256: 6f8c8ad68029e43abfcd1177dcce9dd0f450a2dcf20131079c1ff5e71eb777c9
    success: True
  - lfn: "Aug_resized_Cat80_2.jpg"
    pfn: "Aug_resized_Cat80_2.jpg"
    sha256: cfb788d84d4ffec08cf3ff2809deecd68c211495246d329533ee28a1c765f4ee
    success: True
  - lfn: "Aug_resized_Cat38_0.jpg"
    pfn: "Aug_resized_Cat38_0.jpg"
    sha256: 9ce57fb44ce96b9581609cae65ed99ee585f4fb0b15aab090c54fdeb2d254d3e
    success: True
  - lfn: "Aug_resized_Cat30_2.jpg"
    pfn: "Aug_resized_Cat30_2.jpg"
    sha256: 52af158c5b05f10122057345a7a72118dad7427fc15a6afb92db09ce88c298dc
    success: True
  - lfn: "Aug_resized_Dog50_2.jpg"
    pfn: "Aug_resized_Dog50_2.jpg"
    sha256: a3c7673d7d6e1095d204b69ed99f3b2c2274eb255b5ea77f41a674208682936e
    success: True
  - lfn: "Aug_resized_Cat83_2.jpg"
    pfn: "Aug_resized_Cat83_2.jpg"
    sha256: 071dc1fe053da36128e1424ac2d32b67afedb09209aa851be34fdd73e8aae180
    success: True
  - lfn: "Aug_resized_Dog90_0.jpg"
    pfn: "Aug_resized_Dog90_0.jpg"
    sha256: 3207fa61843d2cb36f58c8deab6a9afd0c95851e348908fbc5578ce12baa4957
    success: True
  - lfn: "Aug_resized_Dog57_1.jpg"
    pfn: "Aug_resized_Dog57_1.jpg"
